Title,Category,Qualification
Communications Manager (Full-time/Part-time),Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'professional', 'experience', 'business', 'medium', 'nonprofit', 'environment', 'business', 'level', 'communication', 'chinese', 'english', 'experience', 'strategic', 'planning', 'communication', 'activity', 'dealing', 'senior', 'management', 'stakeholder', 'demonstrated', 'understanding', 'technology', 'issue', 'ability', 'learn', 'quickly', 'understanding', 'medium', 'entertainment', 'industry', 'ability', 'think', 'plan', 'execute', 'multiple', 'project', 'simultaneously', 'organized', 'fashion', 'well', 'work', 'startup', 'environment', 'ability', 'work', 'calmly', 'maintain', 'good', 'judgment', 'fastpaced', 'environment', 'well', 'ability', 'escalate', 'appropriately', 'work', 'colleague', 'different', 'country', 'understand', 'cultural', 'difference', 'excellent', 'written', 'verbal', 'communication', 'skill', 'careful', 'attention', 'detail', 'ability', 'deliver', 'communication', 'plan']"
"Product Marketing Manager, CRM, Google Store",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '7', 'year', 'digital', 'marketing', 'experience', 'b2c', 'ecommerce', 'consulting', 'consumer', 'electronics', 'related', 'field', 'working', 'crossfunctional', 'team', 'experience', 'customercentric', 'marketing', 'customer', 'insight', 'email', 'best', 'practice', 'digital', 'marketing', 'strategy', 'experience', 'creating', 'implementing', 'datadriven', 'marketing', 'campaign', 'using', 'iterative', 'ab', 'test', 'design', 'mbachelor', 'art', 'm', 'advanced', 'degree', 'extensive', 'experience', 'managing', 'creative', 'agency', 'design', 'development', 'digital', 'campaign', 'across', 'multiple', 'geography', 'experience', 'successfully', 'collaborating', 'crossfunctional', 'team', 'strong', 'leadership', 'experience', 'ability', 'influence', 'within', 'team', 'well', 'across', 'broad', 'set', 'crossfunctional', 'stakeholder', 'distinctive', 'strategic', 'thinking', 'problemsolving', 'analytical', 'capability', 'exceptional', 'interpersonal', 'writtenverbal', 'communication', 'skill']"
"Global Lead, Industry Solutions, Health and Life Sciences Marketing, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'technology', 'solution', 'healthcare', 'industry', 'experience', 'internal', 'customerfacing', 'role', '5', 'year', 'experience', 'one', 'vertical', 'sale', 'gotomarket', 'leader', 'significant', 'crossfunctional', 'experience', 'across', 'engineering', 'sale', 'marketing', 'team', 'cloud', 'computing', 'related', 'technical', 'field', 'proven', 'success', 'working', 'within', 'dynamic', 'business', 'driving', 'breakthrough', 'growth', 'comfortable', 'talking', 'technical', 'thing', 'business', 'people', 'business', 'thing', 'technical', 'people', 'able', 'express', 'complex', 'concept', 'plain', 'language', 'reach', 'broader', 'audience', 'ability', 'craft', 'compelling', 'message', 'tailor', 'given', 'audience', 'ability', 'mix', 'technical', 'acumen', 'simple', 'everyday', 'language', 'deliver', 'story', 'memorable', 'useful']"
"Head of Creative, Retail Marketing",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '13', 'year', 'retail', 'design', 'experience', 'agency', 'major', 'retailer', 'emphasis', 'hardwaretechnology', 'environment', 'consulting', 'firm', 'portfolio', 'mix', 'physical', 'space', 'digital', 'print', 'design', 'including', 'limited', 'focus', 'wired', 'fixture', 'design', 'store', 'planning', 'print', 'pop', 'display', 'experience', 'bachelor', 'art', 'science', 'degree', 'architecture', 'interior', 'design', 'environmental', 'design', 'strong', 'experience', 'using', 'adobe', 'creative', 'tool', 'design', 'cad', 'softwaretechnology', 'visualize', 'design', 'ability', 'manage', 'electronic', 'file', 'library', 'use', 'multiple', 'party', 'proven', 'ability', 'perform', 'apply', 'design', 'skill', 'including', 'architectural', 'design', 'space', 'planning', 'visual', 'presentation', 'development', 'layout', 'proportion', 'scale', 'ability', 'demonstrate', 'new', 'thinking', 'creative', 'boundary', 'around', 'digital', 'physical', 'integration', 'come', 'together', 'deliver', 'rich', 'user', 'experience', 'ability', 'thrive', 'rapidpaced', 'environment', 'multiple', 'project', 'startup', 'atmosphere', 'strong', 'tendency', 'selfstart', 'demonstrate', 'initiative', 'overdeliver', 'ability', 'effectively', 'communicate', 'lead', 'manage', 'complex', 'project', 'concept', 'production', 'within', 'associated', 'timeline', 'multiple', 'stakeholder', 'able', 'storyboard', 'illustrate', 'translate', 'idea', 'design', 'develop', 'innovative', 'solution']"
"Product Marketing Manager, Digital Skills for Economic Impact",Marketing & Communications,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'building', 'marketing', 'program', 'experience', 'business', 'operation', 'mbachelor', 'art', 'degree', 'strong', 'integrated', 'marketing', 'experience', 'proven', 'experience', 'developing', 'content', 'conceptualizing', 'event', 'executing', 'seo', 'sea', 'knowledgeable', 'educational', 'content', 'experienced', 'building', 'high', 'achieving', 'team', 'indepth', 'knowledge', 'google', 'business', 'advertising', 'product', 'proven', 'ability', 'develop', 'new', 'strategic', 'approach', 'marketing', 'challenge', 'strong', 'analytical', 'skill', 'comfortable', 'audience', 'segmentation', 'channel', 'selection', 'strong', 'executor', 'problem', 'solver', 'resourceful', 'creative', 'proven', 'ability', 'work', 'fastpaced', 'challenging', 'environment', 'passionate', 'leader', 'communicator', 'demonstrated', 'talent', 'building', 'strong', 'collaborative', 'partnership', 'internally', 'externally', 'outstanding', 'written', 'oral', 'presentation', 'skill', 'comfortable', 'presenting', 'senior', 'audience']"
"Partner Marketing Manager, Retail",Marketing & Communications,"['bachelor', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'experience', 'partner', 'management', 'sale', 'business', 'development', 'retail', 'specific', 'experience', 'experience', 'design', 'requirement', 'branding', 'guideline', 'visual', 'merchandising', 'including', 'function', 'design', 'process', 'lead', 'successful', 'execution', 'consumer', 'electronics', 'experience', 'working', 'major', 'retailer', 'demonstrated', 'thoughtleadership', 'relationship', 'building', 'management', 'internal', 'stakeholder', 'external', 'partner', 'highly', 'organized', 'strong', 'project', 'management', 'capability', 'communicate', 'effectively', 'selfstarter']"
"Retail Strategy Lead, Retail Marketing",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '12', 'year', 'experience', 'marketing', 'strategy', 'consulting', 'retail', 'area', 'leadership', 'experience', 'developing', 'business', 'plan', 'building', 'executive', 'relationship', 'liaising', 'cross', 'functional', 'stakeholder', 'experience', 'customer', 'experience', 'retail', 'technology', 'business', 'experience', 'launching', 'marketing', 'consumer', 'electronics', 'product', 'retail', 'globally', 'experience', 'consulting', 'corporate', 'strategy', 'ability', 'manage', 'several', 'priority', 'complex', 'global', 'project', 'simultaneously']"
"Associate Account Strategist, Sales, Google Marketing Solutions (English and Russian)",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'internship', 'work', 'experience', 'ability', 'speak', 'write', 'english', 'russian', 'fluently', 'idiomatically', 'experience', 'sale', 'customer', 'support', 'account', 'management', 'marketing', 'consulting', 'demonstrated', 'experience', 'managing', 'customizing', 'experience', 'customer', 'base', 'experience', 'leading', 'motivating', 'working', 'well', 'others', 'ability', 'work', 'effectively', 'part', 'team', 'proven', 'ability', 'multitask', 'manage', 'multiple', 'project', 'time', 'paying', 'attention', 'detail', 'proactive', 'independent', 'worker', 'highly', 'organized', 'interested', 'difference', 'make', 'individual', 'contribution']"
"Store Campaigns Manager, Merchandising, Google Play",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'userfacing', 'functional', 'merchandising', 'marketing', 'partnership', 'etc', 'role', 'online', 'commerce', 'digital', 'content', 'business', 'experience', 'creative', 'brand', 'marketing', 'agency', 'experience', 'working', 'closely', 'ux', 'design', 'team', 'order', 'conceptualize', 'iterate', 'creative', 'asset', 'campaign', '3', 'year', 'experience', 'working', 'function', 'company', 'focused', 'mobile', 'ecommerce', 'gaming', 'aligned', 'apps', 'one', 'play', 'store', 'vertical', 'offering', 'demonstrated', 'passion', 'developing', 'executing', 'creative', 'marketing', 'campaign', 'demonstrated', 'record', 'successfully', 'collaborating', 'multiple', 'stakeholder', 'within', 'organization', 'influencing', 'without', 'authority', 'strategy', 'campaign', 'effective', 'analytical', 'skill', 'ability', 'analyze', 'research', 'performance', 'data', 'apply', 'analysis', 'optimize', 'editorial', 'strategy']"
Internal Communications Manager,Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '7', 'year', 'experience', 'writing', 'communication', 'related', 'field', 'eg', 'corporate', 'journalism', 'government', 'political', 'nonprofit', 'setting', '4', 'year', 'experience', 'change', 'management', 'ie', 'developing', 'communication', 'strategy', 'plan', 'around', 'change', 'affect', 'people', 'process', 'technology', 'experience', 'influencing', 'robust', 'relationship', 'expertise', 'data', 'effective', 'written', 'verbal', 'communication', 'skill', 'ability', 'write', 'google', 'voice', 'tact', 'diplomacy', 'creative', 'problemsolver', 'ability', 'think', 'plan', 'execute', 'multiple', 'project', 'autonomously', 'organized', 'fashion', 'balancing', 'longterm', 'urgent', 'need', 'team', 'demonstrated', 'ability', 'work', 'calmly', 'collaboratively', 'fastpaced', 'ambiguous', 'environment', 'maintaining', 'good', 'judgment', 'ability', 'escalate', 'appropriately', 'ability', 'manage', 'complex', 'set', 'stakeholder']"
"Program Manager, Communications, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '10', 'year', 'experience', 'partner', 'marketing', 'channel', 'communication', 'role', 'business', 'technology', 'market', 'mbachelor', 'art', 'master', 'marketing', 'communication', 'computer', 'science', 'software', 'engineering', '10', 'year', 'partner', 'marketing', 'experience', 'enterprise', 'software', 'cloud', 'company', 'experience', 'competitive', 'partner', 'program', 'managing', 'technology', 'channel', 'analyst', 'relationship', 'related', 'transition', 'channel', 'model', 'include', 'cloud', 'saas', 'service', 'advisory', 'program', 'ability', 'manage', 'numerous', 'project', 'simultaneously', 'drive', 'successful', 'completion', 'wide', 'range', 'stakeholder', 'tight', 'timeline', 'passionate', 'partner', 'possessing', 'drive', 'achieve', 'quick', 'result', 'capacity', 'assume', 'increasing', 'responsibility', 'highly', 'successful', 'fastpaced', 'global', 'organization', 'excellent', 'communication', 'interpersonal', 'skill', 'ability', 'influence', 'executive', 'level']"
"Creative Lead, Marketing (India)",Marketing & Communications,"['8', 'year', 'experience', 'advertising', 'digital', 'marketing', 'agency', 'function', 'creative', 'director', 'copy', '3', 'year', 'experience', 'leading', 'managing', 'creative', 'team', 'experience', 'leading', 'creative', 'development', 'integrated', 'marketing', 'campaign', 'postgraduate', 'degree', 'mbachelor', 'art', 'experience', 'best', 'practice', 'copy', 'art', 'interactive', 'social', 'campaign', 'internationally', 'ability', 'craft', 'communication', 'strategy', 'narrative', 'present', 'clearly', 'stakeholder', 'demonstrated', 'leadership', 'skill', 'business', 'vision', 'creative', 'thinking', 'accountability', 'result', 'team', 'leadership', 'crossfunctional', 'collaboration']"
"Head of Field Marketing, Google Cloud (English, German)",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'marketing', 'leadership', 'experience', 'relevant', 'b2b', 'marketing', 'field', 'marketing', 'experience', 'ability', 'speak', 'write', 'english', 'german', 'fluently', 'idiomatically', 'experience', 'building', 'leading', 'distributed', 'regional', 'team', 'managing', 'highly', 'leveraged', 'measurable', 'marketing', 'initiative', 'global', 'fast', 'paced', 'environment', 'deep', 'knowledge', 'dach', 'market', 'data', 'privacy', 'data', 'residency', 'consideration', 'cloud', 'technology', 'vendor', 'track', 'record', 'progressively', 'increasing', 'scope', 'responsibility', 'ability', 'think', 'apply', 'first', 'principle', 'create', 'effective', 'program', 'tailored', 'target', 'audience', 'industry', 'segment', 'inspirational', 'compassionate', 'leader', 'strong', 'executive', 'presence', 'gravitas', 'ability', 'influence', 'senior', 'leadership', 'level']"
"Copywriter, Web, Google Cloud",Marketing & Communications,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'writing', 'content', 'global', 'brand', 'portfolio', 'work', 'containing', 'short', 'long', 'form', 'content', 'eg', 'content', 'written', 'web', 'mobile', 'whitepapers', 'blog', 'posting', 'experience', 'telling', 'brand', 'value', 'story', 'addressing', 'creative', 'quandary', 'egprivacy', 'security', 'cloud', 'computing', 'customer', 'story', 'ability', 'advise', 'others', 'companyspecific', 'formatting', 'writinggrammatical', 'standard', 'demonstrated', 'ability', 'work', 'optimistically', 'maintain', 'good', 'judgment', 'fastpaced', 'environment', 'conceptual', 'optimistic', 'creative', 'willing', 'take', 'risk', 'try', 'new', 'approach']"
